{Epoch: 0} loss: 0.694222, binary_accuracy: 0.436744, val_loss: 0.693865, val_binary_accuracy: 0.445031
{Epoch: 1} loss: 0.693957, binary_accuracy: 0.442904, val_loss: 0.693786, val_binary_accuracy: 0.445031
{Epoch: 2} loss: 0.694003, binary_accuracy: 0.450605, val_loss: 0.693709, val_binary_accuracy: 0.445031
{Epoch: 3} loss: 0.693897, binary_accuracy: 0.452145, val_loss: 0.693636, val_binary_accuracy: 0.445031
{Epoch: 4} loss: 0.693784, binary_accuracy: 0.456106, val_loss: 0.693560, val_binary_accuracy: 0.445031
{Epoch: 5} loss: 0.693655, binary_accuracy: 0.464686, val_loss: 0.693487, val_binary_accuracy: 0.445031
{Epoch: 6} loss: 0.693543, binary_accuracy: 0.477668, val_loss: 0.693413, val_binary_accuracy: 0.440633
{Epoch: 7} loss: 0.693553, binary_accuracy: 0.468647, val_loss: 0.693339, val_binary_accuracy: 0.438874
{Epoch: 8} loss: 0.693377, binary_accuracy: 0.484928, val_loss: 0.693272, val_binary_accuracy: 0.437995
{Epoch: 9} loss: 0.693339, binary_accuracy: 0.488889, val_loss: 0.693201, val_binary_accuracy: 0.487247
{Epoch: 10} loss: 0.693138, binary_accuracy: 0.509571, val_loss: 0.693130, val_binary_accuracy: 0.529464
{Epoch: 11} loss: 0.693185, binary_accuracy: 0.504951, val_loss: 0.693061, val_binary_accuracy: 0.536500
{Epoch: 12} loss: 0.693029, binary_accuracy: 0.520572, val_loss: 0.692995, val_binary_accuracy: 0.554969
{Epoch: 13} loss: 0.692879, binary_accuracy: 0.529593, val_loss: 0.692930, val_binary_accuracy: 0.554969
{Epoch: 14} loss: 0.692802, binary_accuracy: 0.528273, val_loss: 0.692865, val_binary_accuracy: 0.554969
{Epoch: 15} loss: 0.692747, binary_accuracy: 0.544334, val_loss: 0.692802, val_binary_accuracy: 0.554969
{Epoch: 16} loss: 0.692711, binary_accuracy: 0.545435, val_loss: 0.692739, val_binary_accuracy: 0.554969
