{Epoch: 0} loss: 0.696372, binary_accuracy: 0.451917, val_loss: 0.695516, val_binary_accuracy: 0.331572
{Epoch: 1} loss: 0.695002, binary_accuracy: 0.440020, val_loss: 0.695292, val_binary_accuracy: 0.480845
{Epoch: 2} loss: 0.694390, binary_accuracy: 0.450264, val_loss: 0.694629, val_binary_accuracy: 0.481506
{Epoch: 3} loss: 0.693827, binary_accuracy: 0.491077, val_loss: 0.693829, val_binary_accuracy: 0.478203
{Epoch: 4} loss: 0.693369, binary_accuracy: 0.502313, val_loss: 0.693080, val_binary_accuracy: 0.515852
{Epoch: 5} loss: 0.692875, binary_accuracy: 0.508923, val_loss: 0.692472, val_binary_accuracy: 0.544914
{Epoch: 6} loss: 0.692225, binary_accuracy: 0.538995, val_loss: 0.692337, val_binary_accuracy: 0.482827
{Epoch: 7} loss: 0.691678, binary_accuracy: 0.558328, val_loss: 0.691653, val_binary_accuracy: 0.501981
{Epoch: 8} loss: 0.691149, binary_accuracy: 0.547422, val_loss: 0.691008, val_binary_accuracy: 0.533025
{Epoch: 9} loss: 0.690596, binary_accuracy: 0.552379, val_loss: 0.690044, val_binary_accuracy: 0.632761
{Epoch: 10} loss: 0.689749, binary_accuracy: 0.574521, val_loss: 0.690485, val_binary_accuracy: 0.482827
{Epoch: 11} loss: 0.689117, binary_accuracy: 0.567746, val_loss: 0.688716, val_binary_accuracy: 0.654557
{Epoch: 12} loss: 0.688420, binary_accuracy: 0.654494, val_loss: 0.688005, val_binary_accuracy: 0.660502
{Epoch: 13} loss: 0.687822, binary_accuracy: 0.597158, val_loss: 0.686859, val_binary_accuracy: 0.754954
{Epoch: 14} loss: 0.686952, binary_accuracy: 0.707369, val_loss: 0.687138, val_binary_accuracy: 0.527081
{Epoch: 15} loss: 0.686456, binary_accuracy: 0.575843, val_loss: 0.684947, val_binary_accuracy: 0.726552
{Epoch: 16} loss: 0.685332, binary_accuracy: 0.656477, val_loss: 0.684836, val_binary_accuracy: 0.675694
{Epoch: 17} loss: 0.684533, binary_accuracy: 0.704726, val_loss: 0.683661, val_binary_accuracy: 0.740423
{Epoch: 18} loss: 0.683499, binary_accuracy: 0.672670, val_loss: 0.684633, val_binary_accuracy: 0.498019
{Epoch: 19} loss: 0.682640, binary_accuracy: 0.674653, val_loss: 0.683325, val_binary_accuracy: 0.511889
{Epoch: 20} loss: 0.681656, binary_accuracy: 0.643093, val_loss: 0.680629, val_binary_accuracy: 0.745046
{Epoch: 21} loss: 0.680638, binary_accuracy: 0.677792, val_loss: 0.679197, val_binary_accuracy: 0.792602
{Epoch: 22} loss: 0.679469, binary_accuracy: 0.692829, val_loss: 0.677640, val_binary_accuracy: 0.764861
{Epoch: 23} loss: 0.678323, binary_accuracy: 0.741408, val_loss: 0.676975, val_binary_accuracy: 0.766182
{Epoch: 24} loss: 0.677060, binary_accuracy: 0.701091, val_loss: 0.675600, val_binary_accuracy: 0.780053
{Epoch: 25} loss: 0.675722, binary_accuracy: 0.725711, val_loss: 0.675023, val_binary_accuracy: 0.693527
{Epoch: 26} loss: 0.674502, binary_accuracy: 0.724058, val_loss: 0.673154, val_binary_accuracy: 0.727873
{Epoch: 27} loss: 0.673022, binary_accuracy: 0.712161, val_loss: 0.671199, val_binary_accuracy: 0.782695
{Epoch: 28} loss: 0.671623, binary_accuracy: 0.733477, val_loss: 0.669379, val_binary_accuracy: 0.801849
