{Epoch: 0} loss: 0.694498, binary_accuracy: 0.503139, val_loss: 0.688586, val_binary_accuracy: 0.596433
{Epoch: 1} loss: 0.686457, binary_accuracy: 0.603272, val_loss: 0.685495, val_binary_accuracy: 0.585205
{Epoch: 2} loss: 0.682378, binary_accuracy: 0.597654, val_loss: 0.682306, val_binary_accuracy: 0.597094
{Epoch: 3} loss: 0.678624, binary_accuracy: 0.621447, val_loss: 0.678696, val_binary_accuracy: 0.628798
{Epoch: 4} loss: 0.674287, binary_accuracy: 0.647389, val_loss: 0.674846, val_binary_accuracy: 0.636724
{Epoch: 5} loss: 0.669797, binary_accuracy: 0.651520, val_loss: 0.670340, val_binary_accuracy: 0.643329
{Epoch: 6} loss: 0.665179, binary_accuracy: 0.662591, val_loss: 0.666323, val_binary_accuracy: 0.647952
{Epoch: 7} loss: 0.660741, binary_accuracy: 0.664078, val_loss: 0.662313, val_binary_accuracy: 0.647292
{Epoch: 8} loss: 0.656022, binary_accuracy: 0.668374, val_loss: 0.658213, val_binary_accuracy: 0.649934
{Epoch: 9} loss: 0.651536, binary_accuracy: 0.669861, val_loss: 0.654041, val_binary_accuracy: 0.653236
{Epoch: 10} loss: 0.647308, binary_accuracy: 0.670853, val_loss: 0.650700, val_binary_accuracy: 0.653236
{Epoch: 11} loss: 0.643455, binary_accuracy: 0.673001, val_loss: 0.647097, val_binary_accuracy: 0.655878
{Epoch: 12} loss: 0.639818, binary_accuracy: 0.674984, val_loss: 0.643991, val_binary_accuracy: 0.655878
{Epoch: 13} loss: 0.636634, binary_accuracy: 0.676636, val_loss: 0.641431, val_binary_accuracy: 0.656539
{Epoch: 14} loss: 0.633535, binary_accuracy: 0.676636, val_loss: 0.639120, val_binary_accuracy: 0.657199
{Epoch: 15} loss: 0.631043, binary_accuracy: 0.679114, val_loss: 0.636575, val_binary_accuracy: 0.661162
{Epoch: 16} loss: 0.628824, binary_accuracy: 0.677958, val_loss: 0.634797, val_binary_accuracy: 0.658520
{Epoch: 17} loss: 0.626637, binary_accuracy: 0.680271, val_loss: 0.633300, val_binary_accuracy: 0.659181
{Epoch: 18} loss: 0.624812, binary_accuracy: 0.679610, val_loss: 0.631948, val_binary_accuracy: 0.657860
{Epoch: 19} loss: 0.623139, binary_accuracy: 0.679280, val_loss: 0.630463, val_binary_accuracy: 0.660502
{Epoch: 20} loss: 0.621754, binary_accuracy: 0.680106, val_loss: 0.629302, val_binary_accuracy: 0.661823
{Epoch: 21} loss: 0.620402, binary_accuracy: 0.679775, val_loss: 0.628246, val_binary_accuracy: 0.665786
{Epoch: 22} loss: 0.619471, binary_accuracy: 0.680767, val_loss: 0.627558, val_binary_accuracy: 0.660502
{Epoch: 23} loss: 0.618073, binary_accuracy: 0.681593, val_loss: 0.626125, val_binary_accuracy: 0.667107
{Epoch: 24} loss: 0.616644, binary_accuracy: 0.682750, val_loss: 0.625415, val_binary_accuracy: 0.663144
{Epoch: 25} loss: 0.615915, binary_accuracy: 0.682419, val_loss: 0.624731, val_binary_accuracy: 0.663804
{Epoch: 26} loss: 0.614974, binary_accuracy: 0.681923, val_loss: 0.623547, val_binary_accuracy: 0.669749
{Epoch: 27} loss: 0.614033, binary_accuracy: 0.683906, val_loss: 0.622905, val_binary_accuracy: 0.669088
{Epoch: 28} loss: 0.613191, binary_accuracy: 0.684237, val_loss: 0.622122, val_binary_accuracy: 0.668428
{Epoch: 29} loss: 0.612509, binary_accuracy: 0.684898, val_loss: 0.621907, val_binary_accuracy: 0.665125
{Epoch: 30} loss: 0.611868, binary_accuracy: 0.683576, val_loss: 0.620954, val_binary_accuracy: 0.668428
{Epoch: 31} loss: 0.610910, binary_accuracy: 0.685889, val_loss: 0.620374, val_binary_accuracy: 0.667768
{Epoch: 32} loss: 0.610383, binary_accuracy: 0.687046, val_loss: 0.619974, val_binary_accuracy: 0.668428
{Epoch: 33} loss: 0.609599, binary_accuracy: 0.686054, val_loss: 0.619521, val_binary_accuracy: 0.669088
{Epoch: 34} loss: 0.609309, binary_accuracy: 0.685558, val_loss: 0.618587, val_binary_accuracy: 0.671731
{Epoch: 35} loss: 0.608171, binary_accuracy: 0.687707, val_loss: 0.618000, val_binary_accuracy: 0.671731
{Epoch: 36} loss: 0.607586, binary_accuracy: 0.687872, val_loss: 0.617432, val_binary_accuracy: 0.672391
{Epoch: 37} loss: 0.606725, binary_accuracy: 0.688367, val_loss: 0.616747, val_binary_accuracy: 0.673052
{Epoch: 38} loss: 0.606159, binary_accuracy: 0.688533, val_loss: 0.616251, val_binary_accuracy: 0.672391
{Epoch: 39} loss: 0.605540, binary_accuracy: 0.691011, val_loss: 0.615745, val_binary_accuracy: 0.675694
{Epoch: 40} loss: 0.604891, binary_accuracy: 0.690516, val_loss: 0.615177, val_binary_accuracy: 0.675033
{Epoch: 41} loss: 0.604356, binary_accuracy: 0.691507, val_loss: 0.614777, val_binary_accuracy: 0.676354
{Epoch: 42} loss: 0.603702, binary_accuracy: 0.689524, val_loss: 0.614183, val_binary_accuracy: 0.675033
{Epoch: 43} loss: 0.603112, binary_accuracy: 0.689194, val_loss: 0.613728, val_binary_accuracy: 0.676354
{Epoch: 44} loss: 0.602372, binary_accuracy: 0.692333, val_loss: 0.613162, val_binary_accuracy: 0.676354
{Epoch: 45} loss: 0.601832, binary_accuracy: 0.690185, val_loss: 0.612599, val_binary_accuracy: 0.677015
{Epoch: 46} loss: 0.601128, binary_accuracy: 0.691342, val_loss: 0.612303, val_binary_accuracy: 0.676354
