{Epoch: 0} loss: 0.695290, binary_accuracy: 0.490582, val_loss: 0.684972, val_binary_accuracy: 0.501321
{Epoch: 1} loss: 0.680873, binary_accuracy: 0.577825, val_loss: 0.674248, val_binary_accuracy: 0.692206
{Epoch: 2} loss: 0.671360, binary_accuracy: 0.683245, val_loss: 0.664694, val_binary_accuracy: 0.695509
{Epoch: 3} loss: 0.662110, binary_accuracy: 0.684898, val_loss: 0.653099, val_binary_accuracy: 0.698151
{Epoch: 4} loss: 0.650760, binary_accuracy: 0.686715, val_loss: 0.640801, val_binary_accuracy: 0.699472
{Epoch: 5} loss: 0.639937, binary_accuracy: 0.687872, val_loss: 0.628826, val_binary_accuracy: 0.696830
{Epoch: 6} loss: 0.630233, binary_accuracy: 0.690185, val_loss: 0.618949, val_binary_accuracy: 0.702114
{Epoch: 7} loss: 0.622299, binary_accuracy: 0.688533, val_loss: 0.610400, val_binary_accuracy: 0.701453
{Epoch: 8} loss: 0.615657, binary_accuracy: 0.689359, val_loss: 0.603425, val_binary_accuracy: 0.700793
{Epoch: 9} loss: 0.610832, binary_accuracy: 0.689855, val_loss: 0.598657, val_binary_accuracy: 0.697490
{Epoch: 10} loss: 0.607195, binary_accuracy: 0.687211, val_loss: 0.593944, val_binary_accuracy: 0.699472
{Epoch: 11} loss: 0.604563, binary_accuracy: 0.691342, val_loss: 0.591366, val_binary_accuracy: 0.696830
{Epoch: 12} loss: 0.602264, binary_accuracy: 0.690185, val_loss: 0.588873, val_binary_accuracy: 0.697490
{Epoch: 13} loss: 0.600216, binary_accuracy: 0.689524, val_loss: 0.586477, val_binary_accuracy: 0.695509
{Epoch: 14} loss: 0.598320, binary_accuracy: 0.690846, val_loss: 0.583974, val_binary_accuracy: 0.700132
{Epoch: 15} loss: 0.596345, binary_accuracy: 0.694316, val_loss: 0.582281, val_binary_accuracy: 0.696830
{Epoch: 16} loss: 0.594614, binary_accuracy: 0.694977, val_loss: 0.580228, val_binary_accuracy: 0.700793
{Epoch: 17} loss: 0.593253, binary_accuracy: 0.696133, val_loss: 0.579049, val_binary_accuracy: 0.700132
{Epoch: 18} loss: 0.591996, binary_accuracy: 0.696133, val_loss: 0.577590, val_binary_accuracy: 0.701453
{Epoch: 19} loss: 0.590529, binary_accuracy: 0.696629, val_loss: 0.577381, val_binary_accuracy: 0.698151
{Epoch: 20} loss: 0.589592, binary_accuracy: 0.696299, val_loss: 0.574941, val_binary_accuracy: 0.701453
{Epoch: 21} loss: 0.588119, binary_accuracy: 0.700925, val_loss: 0.574559, val_binary_accuracy: 0.700132
{Epoch: 22} loss: 0.587019, binary_accuracy: 0.700430, val_loss: 0.573057, val_binary_accuracy: 0.701453
{Epoch: 23} loss: 0.585893, binary_accuracy: 0.698612, val_loss: 0.572024, val_binary_accuracy: 0.700793
{Epoch: 24} loss: 0.584504, binary_accuracy: 0.702082, val_loss: 0.570350, val_binary_accuracy: 0.705416
{Epoch: 25} loss: 0.583376, binary_accuracy: 0.700430, val_loss: 0.569310, val_binary_accuracy: 0.708058
{Epoch: 26} loss: 0.581990, binary_accuracy: 0.703569, val_loss: 0.568776, val_binary_accuracy: 0.706737
{Epoch: 27} loss: 0.580935, binary_accuracy: 0.703734, val_loss: 0.567149, val_binary_accuracy: 0.708719
{Epoch: 28} loss: 0.579449, binary_accuracy: 0.702578, val_loss: 0.565579, val_binary_accuracy: 0.711361
{Epoch: 29} loss: 0.578182, binary_accuracy: 0.704395, val_loss: 0.564533, val_binary_accuracy: 0.711361
{Epoch: 30} loss: 0.576761, binary_accuracy: 0.703900, val_loss: 0.563294, val_binary_accuracy: 0.712682
{Epoch: 31} loss: 0.575420, binary_accuracy: 0.706048, val_loss: 0.562219, val_binary_accuracy: 0.715324
{Epoch: 32} loss: 0.573881, binary_accuracy: 0.706048, val_loss: 0.560206, val_binary_accuracy: 0.717305
{Epoch: 33} loss: 0.572394, binary_accuracy: 0.705552, val_loss: 0.558720, val_binary_accuracy: 0.716645
{Epoch: 34} loss: 0.570560, binary_accuracy: 0.708526, val_loss: 0.557059, val_binary_accuracy: 0.717305
{Epoch: 35} loss: 0.568696, binary_accuracy: 0.708361, val_loss: 0.556338, val_binary_accuracy: 0.717966
{Epoch: 36} loss: 0.567208, binary_accuracy: 0.707865, val_loss: 0.555918, val_binary_accuracy: 0.718626
{Epoch: 37} loss: 0.566172, binary_accuracy: 0.711335, val_loss: 0.553079, val_binary_accuracy: 0.719947
{Epoch: 38} loss: 0.564238, binary_accuracy: 0.711831, val_loss: 0.552024, val_binary_accuracy: 0.721929
{Epoch: 39} loss: 0.562424, binary_accuracy: 0.715962, val_loss: 0.551317, val_binary_accuracy: 0.721268
{Epoch: 40} loss: 0.560885, binary_accuracy: 0.713814, val_loss: 0.548368, val_binary_accuracy: 0.723910
{Epoch: 41} loss: 0.559132, binary_accuracy: 0.717118, val_loss: 0.547438, val_binary_accuracy: 0.726552
{Epoch: 42} loss: 0.557491, binary_accuracy: 0.717779, val_loss: 0.546487, val_binary_accuracy: 0.725231
{Epoch: 43} loss: 0.555771, binary_accuracy: 0.718440, val_loss: 0.543878, val_binary_accuracy: 0.729194
{Epoch: 44} loss: 0.553580, binary_accuracy: 0.721414, val_loss: 0.543754, val_binary_accuracy: 0.724571
{Epoch: 45} loss: 0.551808, binary_accuracy: 0.723397, val_loss: 0.540565, val_binary_accuracy: 0.730515
{Epoch: 46} loss: 0.549764, binary_accuracy: 0.722241, val_loss: 0.538115, val_binary_accuracy: 0.733157
{Epoch: 47} loss: 0.547631, binary_accuracy: 0.726537, val_loss: 0.539544, val_binary_accuracy: 0.726552
{Epoch: 48} loss: 0.545631, binary_accuracy: 0.724554, val_loss: 0.534356, val_binary_accuracy: 0.735799
{Epoch: 49} loss: 0.543716, binary_accuracy: 0.727198, val_loss: 0.532877, val_binary_accuracy: 0.733157
{Epoch: 50} loss: 0.541512, binary_accuracy: 0.730502, val_loss: 0.531539, val_binary_accuracy: 0.731176
{Epoch: 51} loss: 0.539520, binary_accuracy: 0.731163, val_loss: 0.529522, val_binary_accuracy: 0.735799
{Epoch: 52} loss: 0.537141, binary_accuracy: 0.731328, val_loss: 0.526847, val_binary_accuracy: 0.737781
{Epoch: 53} loss: 0.534609, binary_accuracy: 0.733311, val_loss: 0.524383, val_binary_accuracy: 0.742404
{Epoch: 54} loss: 0.532410, binary_accuracy: 0.734633, val_loss: 0.522038, val_binary_accuracy: 0.746367
{Epoch: 55} loss: 0.529941, binary_accuracy: 0.738764, val_loss: 0.519602, val_binary_accuracy: 0.747688
{Epoch: 56} loss: 0.527610, binary_accuracy: 0.739425, val_loss: 0.518388, val_binary_accuracy: 0.744386
{Epoch: 57} loss: 0.525068, binary_accuracy: 0.738929, val_loss: 0.514793, val_binary_accuracy: 0.752312
{Epoch: 58} loss: 0.522330, binary_accuracy: 0.742730, val_loss: 0.513504, val_binary_accuracy: 0.749670
{Epoch: 59} loss: 0.519863, binary_accuracy: 0.746034, val_loss: 0.511342, val_binary_accuracy: 0.752312
{Epoch: 60} loss: 0.517280, binary_accuracy: 0.744052, val_loss: 0.507421, val_binary_accuracy: 0.756275
{Epoch: 61} loss: 0.514136, binary_accuracy: 0.749009, val_loss: 0.509591, val_binary_accuracy: 0.754954
{Epoch: 62} loss: 0.512269, binary_accuracy: 0.750991, val_loss: 0.502279, val_binary_accuracy: 0.760898
{Epoch: 63} loss: 0.508910, binary_accuracy: 0.751487, val_loss: 0.502481, val_binary_accuracy: 0.762219
{Epoch: 64} loss: 0.506312, binary_accuracy: 0.754627, val_loss: 0.497024, val_binary_accuracy: 0.764201
{Epoch: 65} loss: 0.503786, binary_accuracy: 0.758757, val_loss: 0.494375, val_binary_accuracy: 0.766843
{Epoch: 66} loss: 0.500966, binary_accuracy: 0.759584, val_loss: 0.491605, val_binary_accuracy: 0.766843
{Epoch: 67} loss: 0.498113, binary_accuracy: 0.762393, val_loss: 0.490012, val_binary_accuracy: 0.770806
{Epoch: 68} loss: 0.495203, binary_accuracy: 0.763384, val_loss: 0.487473, val_binary_accuracy: 0.772127
{Epoch: 69} loss: 0.492199, binary_accuracy: 0.770654, val_loss: 0.483467, val_binary_accuracy: 0.775429
{Epoch: 70} loss: 0.488829, binary_accuracy: 0.771646, val_loss: 0.480808, val_binary_accuracy: 0.778732
{Epoch: 71} loss: 0.486068, binary_accuracy: 0.774124, val_loss: 0.477820, val_binary_accuracy: 0.778732
{Epoch: 72} loss: 0.483339, binary_accuracy: 0.776603, val_loss: 0.474968, val_binary_accuracy: 0.778071
{Epoch: 73} loss: 0.480522, binary_accuracy: 0.780238, val_loss: 0.472877, val_binary_accuracy: 0.785997
{Epoch: 74} loss: 0.477063, binary_accuracy: 0.781395, val_loss: 0.469299, val_binary_accuracy: 0.785337
{Epoch: 75} loss: 0.474324, binary_accuracy: 0.784204, val_loss: 0.466823, val_binary_accuracy: 0.787318
{Epoch: 76} loss: 0.471274, binary_accuracy: 0.788830, val_loss: 0.463250, val_binary_accuracy: 0.784676
{Epoch: 77} loss: 0.468246, binary_accuracy: 0.790482, val_loss: 0.460440, val_binary_accuracy: 0.787979
{Epoch: 78} loss: 0.464718, binary_accuracy: 0.792300, val_loss: 0.457647, val_binary_accuracy: 0.790621
{Epoch: 79} loss: 0.462050, binary_accuracy: 0.795935, val_loss: 0.454511, val_binary_accuracy: 0.794584
{Epoch: 80} loss: 0.459131, binary_accuracy: 0.799570, val_loss: 0.452940, val_binary_accuracy: 0.808454
{Epoch: 81} loss: 0.456049, binary_accuracy: 0.802049, val_loss: 0.448655, val_binary_accuracy: 0.801849
{Epoch: 82} loss: 0.452917, binary_accuracy: 0.804858, val_loss: 0.448877, val_binary_accuracy: 0.817701
{Epoch: 83} loss: 0.450194, binary_accuracy: 0.811963, val_loss: 0.442713, val_binary_accuracy: 0.811096
{Epoch: 84} loss: 0.446748, binary_accuracy: 0.813120, val_loss: 0.439675, val_binary_accuracy: 0.813738
{Epoch: 85} loss: 0.443869, binary_accuracy: 0.812789, val_loss: 0.436808, val_binary_accuracy: 0.811757
{Epoch: 86} loss: 0.440369, binary_accuracy: 0.814442, val_loss: 0.434758, val_binary_accuracy: 0.824967
{Epoch: 87} loss: 0.437695, binary_accuracy: 0.819233, val_loss: 0.430967, val_binary_accuracy: 0.824967
{Epoch: 88} loss: 0.434861, binary_accuracy: 0.821216, val_loss: 0.427836, val_binary_accuracy: 0.822985
{Epoch: 89} loss: 0.431506, binary_accuracy: 0.822703, val_loss: 0.427653, val_binary_accuracy: 0.835535
{Epoch: 90} loss: 0.428750, binary_accuracy: 0.829478, val_loss: 0.423719, val_binary_accuracy: 0.835535
{Epoch: 91} loss: 0.425594, binary_accuracy: 0.825512, val_loss: 0.419517, val_binary_accuracy: 0.833553
{Epoch: 92} loss: 0.422799, binary_accuracy: 0.831130, val_loss: 0.417601, val_binary_accuracy: 0.843461
{Epoch: 93} loss: 0.419985, binary_accuracy: 0.831956, val_loss: 0.416312, val_binary_accuracy: 0.848085
{Epoch: 94} loss: 0.417300, binary_accuracy: 0.836252, val_loss: 0.411182, val_binary_accuracy: 0.841480
{Epoch: 95} loss: 0.414284, binary_accuracy: 0.838401, val_loss: 0.408195, val_binary_accuracy: 0.838177
{Epoch: 96} loss: 0.411527, binary_accuracy: 0.837409, val_loss: 0.405676, val_binary_accuracy: 0.847424
{Epoch: 97} loss: 0.408844, binary_accuracy: 0.843027, val_loss: 0.403098, val_binary_accuracy: 0.840159
{Epoch: 98} loss: 0.406247, binary_accuracy: 0.841210, val_loss: 0.401497, val_binary_accuracy: 0.855350
{Epoch: 99} loss: 0.403476, binary_accuracy: 0.845340, val_loss: 0.397567, val_binary_accuracy: 0.845443
{Epoch: 100} loss: 0.400974, binary_accuracy: 0.842366, val_loss: 0.394861, val_binary_accuracy: 0.849406
{Epoch: 101} loss: 0.398232, binary_accuracy: 0.847654, val_loss: 0.392405, val_binary_accuracy: 0.850727
{Epoch: 102} loss: 0.395561, binary_accuracy: 0.848315, val_loss: 0.389929, val_binary_accuracy: 0.853369
{Epoch: 103} loss: 0.393588, binary_accuracy: 0.847819, val_loss: 0.388154, val_binary_accuracy: 0.856671
{Epoch: 104} loss: 0.390965, binary_accuracy: 0.850958, val_loss: 0.386068, val_binary_accuracy: 0.858653
{Epoch: 105} loss: 0.388568, binary_accuracy: 0.850628, val_loss: 0.384039, val_binary_accuracy: 0.861955
{Epoch: 106} loss: 0.385943, binary_accuracy: 0.853272, val_loss: 0.380567, val_binary_accuracy: 0.859974
{Epoch: 107} loss: 0.383707, binary_accuracy: 0.853602, val_loss: 0.378265, val_binary_accuracy: 0.862616
{Epoch: 108} loss: 0.381334, binary_accuracy: 0.856081, val_loss: 0.379223, val_binary_accuracy: 0.869221
{Epoch: 109} loss: 0.378927, binary_accuracy: 0.856411, val_loss: 0.375596, val_binary_accuracy: 0.865258
{Epoch: 110} loss: 0.377933, binary_accuracy: 0.858559, val_loss: 0.371748, val_binary_accuracy: 0.865918
{Epoch: 111} loss: 0.374829, binary_accuracy: 0.860046, val_loss: 0.369376, val_binary_accuracy: 0.866579
{Epoch: 112} loss: 0.373385, binary_accuracy: 0.858063, val_loss: 0.368387, val_binary_accuracy: 0.867239
{Epoch: 113} loss: 0.371259, binary_accuracy: 0.861203, val_loss: 0.365468, val_binary_accuracy: 0.869881
{Epoch: 114} loss: 0.369049, binary_accuracy: 0.860046, val_loss: 0.363100, val_binary_accuracy: 0.866579
{Epoch: 115} loss: 0.367579, binary_accuracy: 0.860211, val_loss: 0.361489, val_binary_accuracy: 0.872523
{Epoch: 116} loss: 0.365116, binary_accuracy: 0.863186, val_loss: 0.359407, val_binary_accuracy: 0.867900
{Epoch: 117} loss: 0.363739, binary_accuracy: 0.862525, val_loss: 0.358137, val_binary_accuracy: 0.875165
{Epoch: 118} loss: 0.361473, binary_accuracy: 0.863847, val_loss: 0.355758, val_binary_accuracy: 0.868560
{Epoch: 119} loss: 0.360447, binary_accuracy: 0.864838, val_loss: 0.353936, val_binary_accuracy: 0.869221
{Epoch: 120} loss: 0.357908, binary_accuracy: 0.865003, val_loss: 0.352621, val_binary_accuracy: 0.873844
{Epoch: 121} loss: 0.356449, binary_accuracy: 0.863516, val_loss: 0.354409, val_binary_accuracy: 0.873844
{Epoch: 122} loss: 0.355114, binary_accuracy: 0.865334, val_loss: 0.348954, val_binary_accuracy: 0.873184
{Epoch: 123} loss: 0.352422, binary_accuracy: 0.867317, val_loss: 0.348579, val_binary_accuracy: 0.864597
{Epoch: 124} loss: 0.352418, binary_accuracy: 0.864673, val_loss: 0.345784, val_binary_accuracy: 0.871202
{Epoch: 125} loss: 0.349759, binary_accuracy: 0.867317, val_loss: 0.346440, val_binary_accuracy: 0.877807
{Epoch: 126} loss: 0.348399, binary_accuracy: 0.868473, val_loss: 0.342822, val_binary_accuracy: 0.870542
{Epoch: 127} loss: 0.347634, binary_accuracy: 0.866986, val_loss: 0.342191, val_binary_accuracy: 0.877147
{Epoch: 128} loss: 0.345305, binary_accuracy: 0.869134, val_loss: 0.340030, val_binary_accuracy: 0.875826
{Epoch: 129} loss: 0.343680, binary_accuracy: 0.869299, val_loss: 0.339660, val_binary_accuracy: 0.867900
{Epoch: 130} loss: 0.342749, binary_accuracy: 0.868473, val_loss: 0.336878, val_binary_accuracy: 0.875165
{Epoch: 131} loss: 0.341709, binary_accuracy: 0.868969, val_loss: 0.337030, val_binary_accuracy: 0.874505
{Epoch: 132} loss: 0.340315, binary_accuracy: 0.868143, val_loss: 0.335453, val_binary_accuracy: 0.875826
{Epoch: 133} loss: 0.338565, binary_accuracy: 0.870786, val_loss: 0.332840, val_binary_accuracy: 0.879128
{Epoch: 134} loss: 0.337011, binary_accuracy: 0.872439, val_loss: 0.332033, val_binary_accuracy: 0.873184
{Epoch: 135} loss: 0.335750, binary_accuracy: 0.869465, val_loss: 0.331271, val_binary_accuracy: 0.877147
{Epoch: 136} loss: 0.334527, binary_accuracy: 0.873265, val_loss: 0.329371, val_binary_accuracy: 0.874505
{Epoch: 137} loss: 0.333350, binary_accuracy: 0.870456, val_loss: 0.328710, val_binary_accuracy: 0.877807
{Epoch: 138} loss: 0.332083, binary_accuracy: 0.871613, val_loss: 0.326355, val_binary_accuracy: 0.877807
{Epoch: 139} loss: 0.330763, binary_accuracy: 0.872274, val_loss: 0.325268, val_binary_accuracy: 0.878468
{Epoch: 140} loss: 0.329782, binary_accuracy: 0.872108, val_loss: 0.324654, val_binary_accuracy: 0.880449
{Epoch: 141} loss: 0.328399, binary_accuracy: 0.874256, val_loss: 0.323390, val_binary_accuracy: 0.879789
{Epoch: 142} loss: 0.327226, binary_accuracy: 0.873926, val_loss: 0.321671, val_binary_accuracy: 0.877807
{Epoch: 143} loss: 0.326107, binary_accuracy: 0.873100, val_loss: 0.320509, val_binary_accuracy: 0.877807
{Epoch: 144} loss: 0.324676, binary_accuracy: 0.876735, val_loss: 0.319685, val_binary_accuracy: 0.879128
{Epoch: 145} loss: 0.323780, binary_accuracy: 0.873100, val_loss: 0.318201, val_binary_accuracy: 0.877807
{Epoch: 146} loss: 0.322950, binary_accuracy: 0.876239, val_loss: 0.317453, val_binary_accuracy: 0.875826
{Epoch: 147} loss: 0.321647, binary_accuracy: 0.876239, val_loss: 0.316156, val_binary_accuracy: 0.877807
{Epoch: 148} loss: 0.320515, binary_accuracy: 0.875744, val_loss: 0.315416, val_binary_accuracy: 0.879789
{Epoch: 149} loss: 0.319223, binary_accuracy: 0.876900, val_loss: 0.314603, val_binary_accuracy: 0.879789
{Epoch: 150} loss: 0.318226, binary_accuracy: 0.876570, val_loss: 0.312899, val_binary_accuracy: 0.878468
{Epoch: 151} loss: 0.317384, binary_accuracy: 0.874422, val_loss: 0.314260, val_binary_accuracy: 0.883091
{Epoch: 152} loss: 0.316634, binary_accuracy: 0.876405, val_loss: 0.311897, val_binary_accuracy: 0.884412
{Epoch: 153} loss: 0.315596, binary_accuracy: 0.875909, val_loss: 0.310094, val_binary_accuracy: 0.877147
{Epoch: 154} loss: 0.313988, binary_accuracy: 0.876405, val_loss: 0.309615, val_binary_accuracy: 0.885073
{Epoch: 155} loss: 0.313210, binary_accuracy: 0.878387, val_loss: 0.308894, val_binary_accuracy: 0.885073
{Epoch: 156} loss: 0.312695, binary_accuracy: 0.879874, val_loss: 0.307370, val_binary_accuracy: 0.883091
{Epoch: 157} loss: 0.311426, binary_accuracy: 0.877561, val_loss: 0.306153, val_binary_accuracy: 0.877807
